éûä‘,4f0ê›íËâ∑ìx,4f0â^ì]ÉÇÅ[Éh,4f0ïóë¨,4f0ãzçûâ∑ìx,4f1ê›íËâ∑ìx,4f1â^ì]ÉÇÅ[Éh,4f1ïóë¨,4f1ãzçûâ∑ìx,4f2ê›íËâ∑ìx,4f2â^ì]ÉÇÅ[Éh,4f2ïóë¨,4f2ãzçûâ∑ìx,4f3ê›íËâ∑ìx,4f3â^ì]ÉÇÅ[Éh,4f3ïóë¨,4f3ãzçûâ∑ìx,4f4ê›íËâ∑ìx,4f4â^ì]ÉÇÅ[Éh,4f4ïóë¨,4f4ãzçûâ∑ìx,4f5ê›íËâ∑ìx,4f5â^ì]ÉÇÅ[Éh,4f5ïóë¨,4f5ãzçûâ∑ìx,4f6ê›íËâ∑ìx,4f6â^ì]ÉÇÅ[Éh,4f6ïóë¨,4f6ãzçûâ∑ìx,4f7ê›íËâ∑ìx,4f7â^ì]ÉÇÅ[Éh,4f7ïóë¨,4f7ãzçûâ∑ìx,4f8ê›íËâ∑ìx,4f8â^ì]ÉÇÅ[Éh,4f8ïóë¨,4f8ãzçûâ∑ìx,4f9ê›íËâ∑ìx,4f9â^ì]ÉÇÅ[Éh,4f9ïóë¨,4f9ãzçûâ∑ìx,äOãCâ∑
2021-01-08 00:00:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,23,20,0,3,23,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22.4,3.3
2021-01-08 00:01:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.834,20,0,3,22.834,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22.267,3.3
2021-01-08 00:02:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.668,20,0,3,22.668,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22.134,3.3
2021-01-08 00:03:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.5,20,0,3,22.5,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22,3.3
2021-01-08 00:04:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.5,20,0,3,22.5,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22,3.4
2021-01-08 00:05:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.5,20,0,3,22.5,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22,3.2
2021-01-08 00:06:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.5,20,0,3,22.5,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22,3.2
2021-01-08 00:07:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.666,20,0,3,22.666,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22,3.2
2021-01-08 00:08:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,22.832,20,0,3,22.832,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22,3.2
2021-01-08 00:09:00,20,0.0,3,23.2,20,0.0,3,23.2,20,0,3,23,20,0,3,23,21,0,3,22.8,21,0,3,22.8,21,0,3,22,21,0,3,22,21,0,3,22,19,0,3,22,3.2
